source,headline,keyword1,keyword2,keyword3,pub_date,news_desk,section_name,type_of_material,word_count,month,year,cluster,pub_year
NYT,Soccer Player Who Faced Extradition From Thailand to Bahrain Is Back in Australia,Politics and Government,others,others,2019-02-11,Foreign,World,News,839,2,2019,4_Various,2018/2019
NYT,The Flood Was Extraordinary. So Was Australians’ Response.,others,others,others,2019-02-07,Foreign,World,News,1103,2,2019,4_Various,2018/2019
NYT,Australian Parliament Reports Cyberattack on Its Computer Network,Politics and Government,others,others,2019-02-08,Foreign,World,News,537,2,2019,4_Various,2018/2019
NYT,‘There’s Poison in the Sea’: An Oil Spill Fouls a Tropical Eden,others,others,others,2019-04-26,Foreign,World,News,1324,4,2019,4_Various,2018/2019
NYT,National Australia Bank Chiefs to Resign in Wake of Damaging Report,Australia,others,others,2019-02-07,Business,Business Day,News,630,2,2019,4_Various,2018/2019
NYT,Aboriginal Hunters’ Fires Help Restore an Australian Desert,others,others,others,2019-02-08,Science,Science,News,835,2,2019,4_Various,2018/2019
NYT,Australia Cancels Residency for Wealthy Chinese Donor Linked to Communist Party,Politics and Government,others,others,2019-02-06,Foreign,World,News,768,2,2019,4_Various,2018/2019
NYT,‘Unprecedented’ Floods in Australia Force Hundreds to Evacuate,others,others,others,2019-02-04,Foreign,World,News,504,2,2019,4_Various,2018/2019
NYT,"In Tasmania, a Gin Boom Showcasing Native Plants (and Even Sheep Whey)",Travel and Vacations,others,others,2019-02-08,Travel,Travel,News,1056,2,2019,4_Various,2018/2019
NYT,Letter From an Australian Jail,others,Australia,others,2019-02-03,others,Opinion,others,723,2,2019,4_Various,2018/2019
NYT,"Australian Banks Overcharged Clients, Even After Some Died, Report Finds",Australia,others,Politics and Government,2019-02-04,Foreign,World,News,919,2,2019,4_Various,2018/2019
NYT,‘You Brought Us Here. What’s for Lunch?’,others,others,others,2019-02-08,Foreign,World,Briefing,1545,2,2019,4_Various,2018/2019
NYT,The Week in Tech: Facebook Is Desperate to Shape Tech Regulation. Should It?,others,others,others,2019-04-05,Business,Technology,News,1203,4,2019,4_Various,2018/2019
NYT,Australia Says Last Refugee Children Held on Nauru Will Go to U.S.,others,others,US politics and relations,2019-02-03,Foreign,World,News,522,2,2019,4_Various,2018/2019
NYT,The Alarming Allure of Australia’s Brumbies,others,others,Australia,2019-01-31,OpEd,Opinion,OpEd,786,1,2019,4_Various,2018/2019
NYT,The Plague Killing Frogs Everywhere Is Far Worse Than Scientists Thought,others,others,others,2019-03-28,Science,Science,News,974,3,2019,4_Various,2018/2019
NYT,What Happened to Australia’s Waterfront Hotel Restaurants?,others,Australia,others,2019-01-31,Dining,Food,News,1130,1,2019,4_Various,2018/2019
NYT,The Best Movies and TV Shows New to Netflix Australia in February,Culture,Culture,others,2019-01-31,others,others,News,1576,1,2019,3_Oceania&Culture,2018/2019
NYT,Global Stocks Fall as Pessimism Continues,others,others,others,2019-03-25,Business,Business Day,News,255,3,2019,4_Various,2018/2019
NYT,‘It’s Entirely Up to Me’: Indigenous Australians Find Empowerment in Start-Ups,others,others,others,2019-01-30,Foreign,World,News,1038,1,2019,4_Various,2018/2019
NYT,New Zealand Took 6 Days to Plan New Gun Laws. Here’s How Other Countries Reacted to Shootings.,others,others,others,2019-03-21,Express,World,News,1009,3,2019,3_Oceania&Culture,2018/2019
NYT,When Mae West Met Diane Arbus,Culture,others,others,2019-03-21,Weekend,Arts,Review,1072,3,2019,4_Various,2018/2019
NYT,Book Written by Detainee via WhatsApp Gets a Top Prize,Culture,others,others,2019-02-01,Foreign,World,News,616,2,2019,4_Various,2018/2019
NYT,Life Lessons From Jarrod and Briony Lyle,others,others,others,2019-02-01,Foreign,World,others,1742,2,2019,4_Various,2018/2019
NYT,You Flushed the Toilet. They Made Some Bricks.,others,others,others,2019-02-01,Science,Science,News,698,2,2019,4_Various,2018/2019
NYT,New Zealand Asks What It Could Have Done Differently as Portrait of Shooting Suspect Emerges,others,others,others,2019-03-18,Foreign,World,News,1359,3,2019,3_Oceania&Culture,2018/2019
NYT,Jane Harper Started as a Business Reporter. Now She Writes Novels About Murder.,Culture,others,others,2019-01-31,Culture,Books,News,1483,1,2019,4_Various,2018/2019
NYT,U.S. Campaign to Ban Huawei Overseas Stumbles as Allies Resist,China,others,US politics and relations,2019-03-17,Washington,U.S.,News,1893,3,2019,4_Various,2018/2019
NYT,New Zealand’s Gun Laws Draw Scrutiny After Mosque Shootings,others,others,others,2019-03-15,Express,World,News,752,3,2019,3_Oceania&Culture,2018/2019
NYT,Novak Djokovic Leaves No Doubt in Winning His 7th Australian Open,Tennis,Tennis,Tennis,2019-01-27,Sports,Sports,News,1359,1,2019,1_Tennis,2018/2019
NYT,Christchurch Mosque Shootings Were Partly Streamed on Facebook,others,others,others,2019-03-15,Foreign,World,News,1291,3,2019,4_Various,2018/2019
NYT,"Across Australia, Yet Another Scorching Summer",Australia,others,others,2019-01-25,Foreign,World,News,988,1,2019,4_Various,2018/2019
InternationalNYT,"Charlie Whiting, Formula One Race Director, Is Dead at 66",others,others,others,2019-03-14,SpecialSections,Sports,News,553,3,2019,4_Various,2018/2019
NYT,Not-So-Hidden Cameras Take Australian Open Viewers on an Intimate Tour,Tennis,Tennis,others,2019-01-26,Sports,Sports,News,1254,1,2019,1_Tennis,2018/2019
NYT,Australia’s Old and New Spending Spree?,Politics and Government,others,Australia,2019-01-25,Foreign,World,Briefing,1431,1,2019,3_Oceania&Culture,2018/2019
NYT,How Australia Became the Defamation Capital of the World,Politics and Government,others,others,2019-03-05,OpEd,Opinion,OpEd,1213,3,2019,4_Various,2018/2019
NYT,The Most Famous Man at the Australian Open Is Not Who You Think,Tennis,Tennis,others,2019-01-25,Sports,Sports,News,1404,1,2019,1_Tennis,2018/2019
NYT,China Says Australian Writer Is Suspected of National Security Crimes,China,Australia,others,2019-01-24,Foreign,World,News,1068,1,2019,4_Various,2018/2019
NYT,Chinese-Australian Writer Yang Hengjun Detained in China,Politics and Government,others,others,2019-01-23,Foreign,World,News,1133,1,2019,4_Various,2018/2019
NYT,Kvitova and Osaka Will Play for Australian Open Title and No. 1 Ranking,Tennis,Tennis,others,2019-01-24,Sports,Sports,News,819,1,2019,1_Tennis,2018/2019
NYT,Second Slam Title Signals Naomi Osaka Has the Power to Rule Tennis,Tennis,Tennis,others,2019-01-26,Sports,Sports,News,1077,1,2019,4_Various,2018/2019
NYT,‘Island of the Hungry Ghosts’ Review: Migration and Trauma on Christmas Island,others,others,others,2019-03-07,Weekend,Movies,Review,293,3,2019,4_Various,2018/2019
NYT,"Danielle Collins Upends the Australian Open, and Her Family’s Schedule",Tennis,Tennis,others,2019-01-22,Sports,Sports,News,940,1,2019,1_Tennis,2018/2019
NYT,Two Women Who Stuck With It Win Aussie Doubles Crown,Tennis,Tennis,others,2019-01-25,Sports,Sports,News,704,1,2019,4_Various,2018/2019
NYT,The World’s Last Blockbuster Has No Plans to Close,others,Culture,others,2019-03-07,Business,Business Day,News,679,3,2019,4_Various,2018/2019
NYT,"For Australian Men, Off-Court Drama Overshadows the Tennis",Australia,Tennis,others,2019-01-20,Sports,Sports,News,1317,1,2019,4_Various,2018/2019
NYT,"It’s the Late, Late, Late Show at the Australian Open",others,Tennis,Tennis,2019-01-21,Sports,Sports,News,990,1,2019,1_Tennis,2018/2019
NYT,"Back From Tennis Purgatory, Lucas Pouille Defies Even His Own Expectations",Tennis,Tennis,others,2019-01-23,Sports,Sports,News,756,1,2019,4_Various,2018/2019
NYT,WTA Brings Coaches to the Forefront (Except During Matches),Tennis,others,Tennis,2019-01-23,Sports,Sports,News,943,1,2019,4_Various,2018/2019
NYT,"Reintroducing Frances Tiafoe, the New Mr. Upset of the Australian Open",others,others,Tennis,2019-01-20,Sports,Sports,News,907,1,2019,1_Tennis,2018/2019
NYT,Serena Williams’s Absence Gave Her Foes the Chance to Improve,Tennis,Tennis,others,2019-01-23,Sports,Sports,News,903,1,2019,4_Various,2018/2019
NYT,"Roger Federer Knocked From Australian Open by Stefanos Tsitsipas, Age 20",Tennis,Tennis,others,2019-01-20,Sports,Sports,News,960,1,2019,1_Tennis,2018/2019
NYT,Danielle Collins Rolls Right Past Kerber and Into the Australian Open Quarterfinals,Tennis,Tennis,others,2019-01-20,Sports,Sports,News,1140,1,2019,1_Tennis,2018/2019
NYT,Man Is Charged in Killing of Israeli Student in Australia,others,others,others,2019-01-18,Foreign,World,News,558,1,2019,4_Various,2018/2019
NYT,How to Make Sex Scenes Natural and Nonthreatening? Cue the ‘Intimacy Coordinator’,others,others,others,2019-01-22,Culture,Arts,News,1355,1,2019,4_Various,2018/2019
NYT,"Review: The Olive Jar and Capitano in Melbourne, Australia",others,others,Australia,2019-01-17,Dining,Food,Review,1281,1,2019,4_Various,2018/2019
NYT,"At Australian Open, Osaka Holds Off Hsieh, a Big-Seed Slayer With a Bedeviling Slice",Tennis,Tennis,others,2019-01-19,Sports,Sports,News,928,1,2019,1_Tennis,2018/2019
NYT,"Give the Wombats Some Space, Australia Tells Selfie-Loving Tourists",others,others,others,2019-01-18,Foreign,World,News,669,1,2019,4_Various,2018/2019
NYT,"Serena Williams Defeats Simona Halep, Ranked No. 1. Anyone Surprised?",Tennis,others,others,2019-01-21,Sports,Sports,News,875,1,2019,4_Various,2018/2019
NYT,How Australia’s Image Went from Crocodile Dundee to $39 Hand Soap,others,Australia,others,2019-02-22,OpEd,Opinion,OpEd,1047,2,2019,4_Various,2018/2019
NYT,"With Beaches, Wine and Buzz, Is This Australia’s Next Hot Place? ",Travel and Vacations,others,others,2019-01-15,Travel,Travel,News,1333,1,2019,4_Various,2018/2019
NYT,The Gay Penguins of Australia,others,others,others,2019-01-15,Styles,Style,News,1268,1,2019,4_Various,2018/2019
NYT,It’s No. 1 vs. the One and Only as Halep Gets Set to Play Serena Williams,Tennis,Tennis,others,2019-01-19,Sports,Sports,News,918,1,2019,4_Various,2018/2019
NYT,"At the Australian Open, Young American Men Seize the Moment",Tennis,Tennis,others,2019-01-16,Sports,Sports,News,884,1,2019,1_Tennis,2018/2019
NYT,"At 17, Amanda Anisimova Bucks the Odds and Knocks Off a Seed",Tennis,Australia,Tennis,2019-01-18,Sports,Sports,News,929,1,2019,4_Various,2018/2019
NYT,"Taylor Fritz Loses, but Learns, Against Roger Federer",Tennis,others,others,2019-01-18,Sports,Sports,News,948,1,2019,4_Various,2018/2019
NYT,"Far From Serbia, Novak Djokovic Delivers Some National Pride",Tennis,Tennis,Tennis,2019-01-18,Sports,Sports,News,1144,1,2019,4_Various,2018/2019
NYT,Stories We’re Watching Across the Indo-Pacific,others,Australia,None,2019-01-17,Foreign,World,Briefing,1148,1,2019,4_Various,2018/2019
NYT,Serena Williams’s Practices Add a Wrinkle: A Top Men’s Player,Tennis,Tennis,others,2019-01-17,Sports,Sports,News,1207,1,2019,4_Various,2018/2019
NYT,"Serena Williams Is Back at Australian Open, for Tennis and So Much More",others,Tennis,Tennis,2019-01-14,Sports,Sports,News,1295,1,2019,1_Tennis,2018/2019
NYT,"A Male Tennis Pro, a Female Coach and Shrugs for Anyone Who Thinks It Won’t Work",Tennis,Tennis,others,2019-01-16,Sports,Sports,News,1153,1,2019,4_Various,2018/2019
NYT,New Zealand and France to Seek Pact Blocking Extreme Online Content,others,others,others,2019-04-24,Foreign,World,News,1031,4,2019,3_Oceania&Culture,2018/2019
NYT,New Zealand Offers Permanent Visas to Those at Mosques During Attacks,others,others,others,2019-04-23,Foreign,World,News,780,4,2019,3_Oceania&Culture,2018/2019
NYT,New Zealand Envoy Convicted of Planting Camera in Its U.S. Embassy Bathroom,others,others,others,2019-04-18,Foreign,World,News,459,4,2019,3_Oceania&Culture,2018/2019
NYT,2019 Australian Open: Players to Watch,Tennis,Tennis,others,2019-01-11,Sports,Sports,News,768,1,2019,1_Tennis,2018/2019
NYT,"Simona Halep Manages to Beat Kaia Kanepi, This Time",Tennis,others,others,2019-01-15,Sports,Sports,News,591,1,2019,4_Various,2018/2019
NYT,"A Champion for Britain, and for Women’s Tennis",Tennis,others,others,2019-01-15,Sports,Sports,News,1084,1,2019,4_Various,2018/2019
NYT,ISIS Kidnapped Her 5 Years Ago. The Red Cross Thinks She May Still Be Alive.,others,others,others,2019-04-14,others,World,News,1823,4,2019,4_Various,2018/2019
NYT,Serena Williams Turns Back the Clock in Easy Victory,Tennis,Tennis,others,2019-01-15,Sports,Sports,News,533,1,2019,4_Various,2018/2019
NYT,"Craig McLachlan, Prominent Australian Actor, Faces Indecent Assault Charges",others,others,Australia,2019-01-11,Foreign,World,News,603,1,2019,4_Various,2018/2019
NYT,A Movie Star With a ‘Weird Relationship With Confidence’,others,Culture,others,2019-01-11,Foreign,World,News,1317,1,2019,4_Various,2018/2019
NYT,Suspicious Packages Are Delivered to Multiple Foreign Consulates in Australia,others,others,Australia,2019-01-09,Foreign,World,News,334,1,2019,4_Various,2018/2019
NYT,Man in Australia Charged With Sending Suspicious Packages to Consulates,others,others,Australia,2019-01-10,Foreign,World,News,308,1,2019,4_Various,2018/2019
NYT,An Ancient Human Species Is Discovered in a Philippine Cave,others,others,others,2019-04-10,Science,Science,News,1127,4,2019,4_Various,2018/2019
NYT,"New Zealand Passes Law Banning Most Semiautomatic Weapons, Weeks After Massacre",others,others,others,2019-04-10,Foreign,World,News,952,4,2019,3_Oceania&Culture,2018/2019
NYT,"Asian-Australian Actors, Overlooked at Home, Flourish in Hollywood",others,others,others,2019-01-09,Foreign,World,News,1189,1,2019,4_Various,2018/2019
NYT,Australians Have More Fun,Australia,others,others,2019-01-08,OpEd,Opinion,OpEd,1125,1,2019,4_Various,2018/2019
NYT,The Latest in Military Strategy: Mindfulness,others,others,others,2019-04-05,Science,Health,News,1319,4,2019,4_Various,2018/2019
NYT,Cj Hendry Is an Instagram Hit. But Can She Woo the Art World?,others,Culture,others,2019-04-04,Weekend,Arts,News,1129,4,2019,4_Various,2018/2019
NYT,New Zealand Shooting Suspect Is Charged With 50 Counts of Murder,others,others,others,2019-04-04,Foreign,World,News,461,4,2019,3_Oceania&Culture,2018/2019
NYT,"Fed Cup: Madison Keys Rolls, Pulling U.S. Into Tie With Australia",Tennis,others,others,2019-02-10,Sports,Sports,News,278,2,2019,4_Various,2018/2019
NYT,"Brexit, Singapore, Japan: Your Tuesday Briefing",None,None,None,2019-04-01,NYTNow,Briefing,Briefing,1405,4,2019,6_otherBriefings,2018/2019
NYT,"Australian Jellyfish Swarm Stings Thousands, Forcing Beach Closings",others,Australia,others,2019-01-08,Foreign,World,News,487,1,2019,4_Various,2018/2019
NYT,"Brexit, Indian Elections, the Kardashians: Your Monday Briefing",None,None,None,2019-03-31,NYTNow,Briefing,Briefing,1412,3,2019,6_otherBriefings,2018/2019
NYT,Australia’s Most Important Writer Isn’t Allowed Into the Country,Australia,others,Politics and Government,2019-02-08,OpEd,Opinion,OpEd,1134,2,2019,4_Various,2018/2019
NYT,Andy Murray Gave His All. Which Is Why This Ending Hurts.,Tennis,others,Australia,2019-01-11,Sports,Sports,News,1305,1,2019,4_Various,2018/2019
NYT,"Brexit, Brunei, Frogs: Your Friday Briefing",None,None,None,2019-03-28,NYTNow,Briefing,Briefing,1447,3,2019,5_FridayBriefing,2018/2019
NYT,Donation From New Zealand Attack Suspect Puts Spotlight on Europe’s Far Right,others,others,others,2019-03-27,Foreign,World,News,1372,3,2019,3_Oceania&Culture,2018/2019
NYT,"India, Brexit, China: Your Thursday Briefing",None,None,None,2019-03-27,NYTNow,Briefing,Briefing,1368,3,2019,6_otherBriefings,2018/2019
NYT,‘10 Things I Hate About You’: When Heath Ledger Was Just Breaking Through,Culture,others,others,2019-03-27,Arts&Leisure,Arts,News,2298,3,2019,4_Various,2018/2019
NYT,"Boeing, Israel, Cyclone Idai: Your Wednesday Briefing",None,None,None,2019-03-26,NYTNow,Briefing,Briefing,1308,3,2019,2_WednesdayBriefing,2018/2019
NYT,52 Places to Go: How Perth and Northern Rivers Made the List,Australia,others,others,2019-01-10,Foreign,World,others,1212,1,2019,4_Various,2018/2019
NYT,"Brexit, Gaza, Apple: Your Tuesday Briefing",None,None,None,2019-03-25,NYTNow,Briefing,Briefing,1429,3,2019,6_otherBriefings,2018/2019
NYT,Adventurous. Alone. Attacked.,others,Travel and Vacations,others,2019-03-25,Travel,Travel,News,3133,3,2019,4_Various,2018/2019
NYT,"Mueller Report, Thailand, Brexit: Your Monday Briefing",None,None,None,2019-03-24,NYTNow,Briefing,Briefing,1537,3,2019,6_otherBriefings,2018/2019
NYT,Down and Out of Tennis at 22. Back at 28.,others,Tennis,Tennis,2019-01-10,Sports,Sports,News,1142,1,2019,4_Various,2018/2019
NYT,Try to Keep Up With Australia’s Fastest 92-Year-Old Woman,others,others,others,2019-01-04,OpEd,Opinion,OpEd,1214,1,2019,4_Various,2018/2019
NYT,New Zealand Bans the Christchurch Suspect’s Manifesto,others,others,others,2019-03-23,Foreign,World,News,372,3,2019,3_Oceania&Culture,2018/2019
NYT,An Elusive Whale Is Found All Around the World,others,others,others,2019-03-22,Science,Science,News,737,3,2019,4_Various,2018/2019
NYT,Jacinda Ardern Is Leading by Following No One,others,others,others,2019-03-22,others,World,News,781,3,2019,4_Various,2018/2019
NYT,New Zealand Confronts an American Export: Mass Shootings,others,others,others,2019-03-22,OpEd,others,others,1172,3,2019,3_Oceania&Culture,2018/2019
NYT,"Mourners Honor the Dead With Call to Prayer in Christchurch, New Zealand",others,others,others,2019-03-22,Foreign,World,News,940,3,2019,3_Oceania&Culture,2018/2019
NYT,America Deserves a Leader as Good as Jacinda Ardern,others,others,others,2019-03-21,others,Opinion,others,698,3,2019,4_Various,2018/2019
NYT,"New Zealand Has an N.R.A., Too. It’s Thinking About Changing Its Name.",others,others,others,2019-03-21,Foreign,World,News,508,3,2019,3_Oceania&Culture,2018/2019
NYT,"New Zealand, Brexit, Lion Air: Your Friday Briefing",None,None,None,2019-03-21,NYTNow,Briefing,Briefing,1406,3,2019,5_FridayBriefing,2018/2019
NYT,"New Zealand to Ban Military-Style Semiautomatic Guns, Jacinda Ardern Says",others,others,others,2019-03-21,Foreign,World,News,1347,3,2019,3_Oceania&Culture,2018/2019
NYT,"New Zealand, Lion Air, Mozambique: Your Thursday Briefing",None,None,None,2019-03-20,NYTNow,Briefing,Briefing,1347,3,2019,3_Oceania&Culture,2018/2019
NYT,"Review: Millbrook Winery in Jarrahdale, Western Australia",others,others,others,2019-01-03,Dining,Food,Review,932,1,2019,4_Various,2018/2019
NYT,"New Zealand, Deutsche Bank, Japan: Your Wednesday Briefing",None,None,None,2019-03-19,NYTNow,Briefing,Briefing,1328,3,2019,2_WednesdayBriefing,2018/2019
NYT,20 Wines Under $20: A Little More Money for a Lot More Wine,others,others,others,2019-02-08,Dining,Food,News,2248,2,2019,4_Various,2018/2019
NYT,The New Zealand Shooting Victims Spanned Generations and Nationalities,others,others,others,2019-03-19,Foreign,World,News,3441,3,2019,3_Oceania&Culture,2018/2019
NYT,New Zealand Is Loath to Use Suspect’s Name to Avoid Amplifying His Cause,others,others,others,2019-03-19,Foreign,World,News,1413,3,2019,3_Oceania&Culture,2018/2019
NYT,"New Zealand, Saudi Arabia, Apple: Your Tuesday Briefing",None,None,None,2019-03-18,NYTNow,Briefing,Briefing,1299,3,2019,3_Oceania&Culture,2018/2019
NYT,"‘Replacement Theory,’ a Racist, Sexist Doctrine, Spreads in Far-Right Circles",others,others,others,2019-03-18,Business,Technology,News,1150,3,2019,4_Various,2018/2019
NYT,"Quick Action, Near Miss and Courage in New Zealand Attacks",others,others,others,2019-03-17,Foreign,World,News,1503,3,2019,3_Oceania&Culture,2018/2019
NYT,‘God Is Testing Us’: Tears and Outrage at a New Zealand Hospital,others,others,others,2019-03-16,Foreign,World,News,1460,3,2019,3_Oceania&Culture,2018/2019
NYT,"Two New Zealand Mosques, a Hate-Filled Massacre Designed for Its Time",others,others,others,2019-03-15,Foreign,World,News,1570,3,2019,3_Oceania&Culture,2018/2019
NYT,Pictures From Youth Climate Strikes Around the World,Global Warming,others,others,2019-03-15,Climate,Climate,News,684,3,2019,4_Various,2018/2019
NYT,Twisted Sister Clashes With Australian Politician Over Rock Anthem,others,Politics and Government,others,2019-01-03,Foreign,World,News,537,1,2019,4_Various,2018/2019
NYT,Mental Illness Isn’t All in Your Head,others,others,others,2019-03-15,OpEd,Opinion,OpEd,1112,3,2019,4_Various,2018/2019
NYT,"Review: Dier Makr in Hobart, Tasmania",others,others,others,2019-03-14,Dining,Food,Review,1088,3,2019,4_Various,2018/2019
NYT,"Brexit, Facebook, Snow Monsters: Your Friday Briefing",None,None,None,2019-03-14,NYTNow,Briefing,Briefing,1350,3,2019,5_FridayBriefing,2018/2019
NYT,"Boeing, Brexit, Lagos: Your Thursday Briefing",None,None,None,2019-03-13,NYTNow,Briefing,Briefing,1460,3,2019,6_otherBriefings,2018/2019
NYT,Answers to Your Questions About the Boeing 737 Max 8,others,others,others,2019-03-13,others,others,News,1429,3,2019,4_Various,2018/2019
NYT,"Brexit, Cardinal Pell, Boeing: Your Wednesday Briefing",None,None,None,2019-03-12,NYTNow,Briefing,Briefing,1259,3,2019,2_WednesdayBriefing,2018/2019
NYT,"Ethiopian Airlines, India, Turkey: Your Tuesday Briefing",None,None,None,2019-03-11,NYTNow,Briefing,Briefing,1313,3,2019,6_otherBriefings,2018/2019
NYT,"U.S. Midwest Freezes, Australia Burns: This Is the Age of Weather Extremes",Global Warming,Global Warming,others,2019-01-30,Climate,Climate,News,1041,1,2019,4_Various,2018/2019
NYT,"India, China, Ethiopian Airlines: Your Monday Briefing",None,None,None,2019-03-10,NYTNow,Briefing,Briefing,1178,3,2019,6_otherBriefings,2018/2019
NYT,"Congratulations, It’s Twins. The Doctor Is Perplexed.",others,others,others,2019-03-08,Science,Health,News,601,3,2019,4_Various,2018/2019
NYT,Reportage That Rises Into Art,others,others,others,2019-01-03,Foreign,World,others,1193,1,2019,4_Various,2018/2019
NYT,"Kashmir, China, Joe Biden: Your Friday Briefing",None,None,None,2019-03-07,NYTNow,Briefing,Briefing,1352,3,2019,5_FridayBriefing,2018/2019
NYT,"Watch Video of Type D Killer Whales, Rarely Seen by Humans",others,others,others,2019-03-07,Science,Science,News,760,3,2019,4_Various,2018/2019
NYT,"Meng Wanzhou, North Korea, Tesla: Your Thursday Briefing",None,None,None,2019-03-06,NYTNow,Briefing,Briefing,1252,3,2019,6_otherBriefings,2018/2019
NYT,Cook Islands Considers Dropping Its Colonial Name: ‘Now We Can Have a Name We Choose’,others,others,others,2019-03-05,Express,World,News,622,3,2019,4_Various,2018/2019
NYT,"U.S. Border, China, Carlos Ghosn: Your Wednesday Briefing",None,None,None,2019-03-05,NYTNow,Briefing,Briefing,1449,3,2019,2_WednesdayBriefing,2018/2019
NYT,"At Australian Open, a Legacy Tracing Back to a Backyard in Mexico",Tennis,Tennis,others,2019-01-26,Sports,Sports,News,540,1,2019,1_Tennis,2018/2019
NYT,Soccer Player’s Detention Poses ‘Historic Test’ for Global Sports,others,others,others,2019-01-31,Foreign,World,News,1157,1,2019,4_Various,2018/2019
NYT,"China, Huawei, Michael Jackson: Your Tuesday Briefing",None,None,None,2019-03-04,NYTNow,Briefing,Briefing,1513,3,2019,6_otherBriefings,2018/2019
NYT,"Kashmir, Xinjiang, Huawei: Your Monday Briefing",None,None,None,2019-03-03,NYTNow,Briefing,Briefing,1460,3,2019,6_otherBriefings,2018/2019
NYT,Did Australia Hurt Phone Security Around the World?,others,Politics and Government,others,2019-01-22,Business,Technology,News,1224,1,2019,4_Various,2018/2019
NYT,"Rafael Nadal, Playing a ‘Different Dimension of Tennis,’ Returns to Australian Open Final",Tennis,Tennis,others,2019-01-24,Sports,Sports,News,950,1,2019,1_Tennis,2018/2019
NYT,"Trump-Kim Summit, Pakistan, Netanyahu: Your Friday Briefing",None,None,None,2019-02-28,NYTNow,Briefing,Briefing,1502,2,2019,5_FridayBriefing,2018/2019
NYT,Novak Djokovic Passes His Idol and Sets a New Target: Roger Federer,Tennis,Tennis,others,2019-01-27,Sports,Sports,News,819,1,2019,3_Oceania&Culture,2018/2019
NYT,"Michael Cohen, President Trump, Kashmir: Your Thursday Briefing",None,None,None,2019-02-27,NYTNow,Briefing,Briefing,1496,2,2019,6_otherBriefings,2018/2019
NYT,"Trump-Kim Meeting, Brexit, Pulwama: Your Wednesday Briefing",others,others,others,2019-02-26,NYTNow,Briefing,Briefing,1316,2,2019,2_WednesdayBriefing,2018/2019
NYT,"North Korea, Brexit, Kashmir: Your Tuesday Briefing",None,None,None,2019-02-25,NYTNow,Briefing,Briefing,1447,2,2019,6_otherBriefings,2018/2019
NYT,Another Source of Conflict in Tennis: Are You Up or Down on Doubles?,Tennis,Tennis,others,2019-01-25,Sports,Sports,News,912,1,2019,4_Various,2018/2019
NYT,"Venezuela, North Korea, the Oscars: Your Monday Briefing",None,None,None,2019-02-24,NYTNow,Briefing,Briefing,1406,2,2019,6_otherBriefings,2018/2019
NYT,Djokovic and Nadal Are Set for Another Epic Duel Down Under,Tennis,Tennis,others,2019-01-25,Sports,Sports,News,1095,1,2019,4_Various,2018/2019
NYT,The Media Is Not the Enemy,others,Politics and Government,others,2019-02-22,Foreign,World,Briefing,1540,2,2019,4_Various,2018/2019
NYT,"Bangladesh, Xinjiang, Venezuela: Your Friday Briefing",None,None,None,2019-02-21,NYTNow,Briefing,Briefing,1514,2,2019,5_FridayBriefing,2018/2019
NYT,The World’s Largest Bee Is Not Extinct,others,others,others,2019-02-21,Science,Science,News,676,2,2019,4_Various,2018/2019
NYT,New Zealand’s Former Leader Is Depicted by China as Praising Its Policies,others,China,others,2019-02-21,Foreign,World,News,900,2,2019,3_Oceania&Culture,2018/2019
NYT,Serena Williams Falls to Karolina Pliskova With Late Collapse,Tennis,Tennis,others,2019-01-23,Sports,Sports,News,1305,1,2019,4_Various,2018/2019
NYT,"Rafael Nadal Holds Off One Young Challenger, and Prepares to Meet Another",Tennis,Tennis,Australia,2019-01-22,Sports,Sports,News,993,1,2019,4_Various,2018/2019
NYT,"Huawei, Saudi Arabia, India: Your Thursday Briefing",None,None,None,2019-02-20,NYTNow,Briefing,Briefing,1475,2,2019,6_otherBriefings,2018/2019
NYT,The Delicious Diversity of Australian Christmas Cooking,others,others,Australia,2018-12-20,Dining,Food,News,1010,12,2018,4_Various,2018/2019
NYT,"Huawei, Karl Lagerfeld, India: Your Wednesday Briefing",None,None,None,2019-02-19,NYTNow,Briefing,Briefing,1446,2,2019,2_WednesdayBriefing,2018/2019
NYT,"China, the Vatican, Kashmir: Your Tuesday Briefing",None,None,None,2019-02-18,NYTNow,Briefing,Briefing,1530,2,2019,6_otherBriefings,2018/2019
NYT,From ScoMo and Xi to Goop and #MeToo: Australia Looks Back at 2018,Politics and Government,others,others,2018-12-20,Foreign,World,Briefing,1304,12,2018,4_Various,2018/2019
NYT,‘Spirits Won’t Rest’: DNA Links Ancient Bones to Living Aboriginal Australians,others,others,others,2018-12-19,Science,Science,News,951,12,2018,4_Various,2018/2019
NYT,"Climate Change, Australia, President Trump: Your Thursday Briefing",None,None,None,2019-02-06,NYTNow,Briefing,Briefing,1341,2,2019,6_otherBriefings,2018/2019
NYT,Can Aryna Sabalenka Ride Her Hot Streak to the Australian Open Title?,Tennis,Tennis,others,2019-01-11,Sports,Sports,News,1001,1,2019,1_Tennis,2018/2019
NYT,Andy Murray Loses at Australian Open but Won’t Say It’s All Over,Tennis,others,Tennis,2019-01-14,Sports,Sports,News,966,1,2019,1_Tennis,2018/2019
NYT,"President Trump, India, China: Your Friday Briefing",None,None,None,2019-02-14,NYTNow,Briefing,Briefing,1313,2,2019,5_FridayBriefing,2018/2019
NYT,Skipping School to Save the Earth,Global Warming,others,others,2019-02-14,Foreign,World,News,669,2,2019,4_Various,2018/2019
